
*** Data Prefetching Championship 2 Simulator ***

Warmup Instructions: 0
Simulation Instructions: 100000000
Scramble loads OFF
Using 1MB Last Level Cache
Using 12.8 GB/s DRAM bandwidth
Knobs visible from prefetcher: 0 0 0
Resetting history queue.
Setting up the minimum score
Resetting offset table
Setting initial offset to 1
Tag offset: 6
Resetting rable rounds
Resetting gauge

Warmup complete. Instructions retired: 1 Cycles elapsed: 2 IPC: 0.500000
Cycle: 15	Rate: 32
Cycle: 1768	Rate: 21
Cycle: 1770	Rate: 20
Cycle: 1771	Rate: 20
Cycle: 1772	Rate: 19
Cycle: 1887	Rate: 20
Cycle: 1894	Rate: 20
Cycle: 1908	Rate: 20
Cycle: 1909	Rate: 19
Cycle: 1930	Rate: 19
Cycle: 1951	Rate: 19
Cycle: 1989	Rate: 19
Cycle: 2034	Rate: 20
Cycle: 2092	Rate: 21
Cycle: 2130	Rate: 21
Cycle: 2244	Rate: 22
Cycle: 2288	Rate: 22
Cycle: 2309	Rate: 22
Cycle: 2330	Rate: 22
Cycle: 2332	Rate: 22
Cycle: 3145	Rate: 23
Cycle: 3155	Rate: 23
Cycle: 3162	Rate: 23
Cycle: 3164	Rate: 22
Cycle: 3166	Rate: 22
Cycle: 3167	Rate: 21
Cycle: 3283	Rate: 22
Cycle: 3285	Rate: 22
Cycle: 3299	Rate: 22
Cycle: 3306	Rate: 21
Cycle: 3309	Rate: 21
Cycle: 3310	Rate: 20
Cycle: 3423	Rate: 21
Cycle: 3425	Rate: 21
Cycle: 3448	Rate: 21
Cycle: 3449	Rate: 20
Cycle: 3450	Rate: 20
Cycle: 3451	Rate: 19
Cycle: 3452	Rate: 19
Cycle: 3550	Rate: 20
Cycle: 3611	Rate: 21
Cycle: 3618	Rate: 21
Cycle: 3633	Rate: 21
Cycle: 3635	Rate: 20
Cycle: 3637	Rate: 20
Cycle: 3645	Rate: 20
Cycle: 3649	Rate: 19
Cycle: 4010	Rate: 20
Cycle: 4020	Rate: 20
Cycle: 4038	Rate: 20
Cycle: 4040	Rate: 20
Cycle: 4041	Rate: 19
Cycle: 4042	Rate: 19
Cycle: 4158	Rate: 20
Cycle: 4160	Rate: 20
Cycle: 4180	Rate: 20
Cycle: 4182	Rate: 19
Cycle: 4183	Rate: 19
Cycle: 4184	Rate: 18
Cycle: 4338	Rate: 19
Cycle: 4340	Rate: 19
Cycle: 4357	Rate: 19
Cycle: 4358	Rate: 18
Cycle: 4359	Rate: 18
Cycle: 4360	Rate: 17
Cycle: 4361	Rate: 17
Cycle: 4462	Rate: 18
Cycle: 4524	Rate: 19
Cycle: 4531	Rate: 19
Cycle: 4545	Rate: 19
Cycle: 4546	Rate: 18
Cycle: 4548	Rate: 18
Cycle: 4556	Rate: 18
Cycle: 4559	Rate: 17
Cycle: 4652	Rate: 18
Cycle: 4662	Rate: 18
Cycle: 4680	Rate: 18
Cycle: 4682	Rate: 18
Cycle: 4683	Rate: 17
Cycle: 4684	Rate: 17
Cycle: 4807	Rate: 18
Cycle: 4814	Rate: 18
Cycle: 4829	Rate: 18
Cycle: 4831	Rate: 18
Cycle: 4832	Rate: 17
Cycle: 4833	Rate: 17
Cycle: 4946	Rate: 18
Cycle: 4953	Rate: 18
Cycle: 4966	Rate: 18
Cycle: 4967	Rate: 17
Cycle: 4968	Rate: 17
Cycle: 4969	Rate: 16
Cycle: 4970	Rate: 16
Cycle: 5067	Rate: 17
Cycle: 5129	Rate: 18
Cycle: 5136	Rate: 18
Cycle: 5150	Rate: 18
Cycle: 5151	Rate: 17
Cycle: 5153	Rate: 17
Cycle: 5161	Rate: 17
Cycle: 5164	Rate: 16
Cycle: 5272	Rate: 17
Cycle: 5285	Rate: 17
Cycle: 5286	Rate: 17
Cycle: 5287	Rate: 16
Cycle: 5288	Rate: 16
Cycle: 5293	Rate: 16
Cycle: 5405	Rate: 17
Cycle: 5412	Rate: 17
Cycle: 5426	Rate: 17
Cycle: 5428	Rate: 17
Cycle: 5429	Rate: 16
Cycle: 5430	Rate: 16
Cycle: 5632	Rate: 17
Cycle: 5639	Rate: 17
Cycle: 5653	Rate: 17
Cycle: 5654	Rate: 17
Cycle: 5655	Rate: 16
Cycle: 5656	Rate: 16
Cycle: 5657	Rate: 16
Cycle: 5770	Rate: 17
Cycle: 5820	Rate: 18
Cycle: 5827	Rate: 18
Cycle: 5841	Rate: 18
Cycle: 5842	Rate: 17
Cycle: 5844	Rate: 17
Cycle: 5852	Rate: 17
Cycle: 5864	Rate: 17
Cycle: 5993	Rate: 18
Cycle: 6003	Rate: 18
Cycle: 6020	Rate: 18
Cycle: 6022	Rate: 18
Cycle: 6023	Rate: 17
Cycle: 6024	Rate: 17
Cycle: 6142	Rate: 18
Cycle: 6149	Rate: 18
Cycle: 6162	Rate: 18
Cycle: 6164	Rate: 17
Cycle: 6165	Rate: 17
Cycle: 6166	Rate: 16
Cycle: 6281	Rate: 17
Cycle: 6288	Rate: 17
Cycle: 6302	Rate: 17
Cycle: 6303	Rate: 17
Cycle: 6304	Rate: 16
Cycle: 6305	Rate: 16
Cycle: 6306	Rate: 16
Cycle: 6343	Rate: 16
Cycle: 6465	Rate: 17
Cycle: 6472	Rate: 17
Cycle: 6485	Rate: 17
Cycle: 6486	Rate: 17
Cycle: 6488	Rate: 16
Cycle: 6496	Rate: 16
Cycle: 6500	Rate: 16
Cycle: 6637	Rate: 17
Cycle: 6647	Rate: 17
Cycle: 6665	Rate: 17
Cycle: 6667	Rate: 17
Cycle: 6668	Rate: 16
Cycle: 6669	Rate: 16
Cycle: 6848	Rate: 17
Cycle: 6855	Rate: 17
Cycle: 6868	Rate: 17
Cycle: 6870	Rate: 17
Cycle: 6871	Rate: 16
Cycle: 6872	Rate: 16
Cycle: 7035	Rate: 17
Cycle: 7042	Rate: 17
Cycle: 7056	Rate: 17
Cycle: 7057	Rate: 17
Cycle: 7058	Rate: 16
Cycle: 7059	Rate: 16
Cycle: 7060	Rate: 16
Cycle: 7173	Rate: 17
Cycle: 7223	Rate: 18
Cycle: 7230	Rate: 18
Cycle: 7240	Rate: 18
Cycle: 7241	Rate: 17
Cycle: 7243	Rate: 17
Cycle: 7251	Rate: 17
Cycle: 7267	Rate: 17
Cycle: 7392	Rate: 18
Cycle: 7402	Rate: 18
Cycle: 7420	Rate: 18
Cycle: 7422	Rate: 18
Cycle: 7423	Rate: 17
Cycle: 7424	Rate: 17
Cycle: 7542	Rate: 18
Cycle: 7549	Rate: 18
Cycle: 7563	Rate: 18
Cycle: 7565	Rate: 18
Cycle: 7566	Rate: 17
Cycle: 7567	Rate: 17
Cycle: 7682	Rate: 18
Cycle: 7689	Rate: 18
Cycle: 7702	Rate: 18
Cycle: 7703	Rate: 17
Cycle: 7704	Rate: 17
Cycle: 7705	Rate: 16
Cycle: 7706	Rate: 16
Cycle: 7804	Rate: 17
Cycle: 7865	Rate: 18
Cycle: 7872	Rate: 18
Cycle: 7885	Rate: 18
Cycle: 7886	Rate: 17
Cycle: 7888	Rate: 17
Cycle: 7896	Rate: 17
Cycle: 7900	Rate: 16
Cycle: 8007	Rate: 17
Cycle: 8021	Rate: 17
Cycle: 8022	Rate: 17
Cycle: 8023	Rate: 16
Cycle: 8024	Rate: 16
Cycle: 8028	Rate: 16
Cycle: 8142	Rate: 17
Cycle: 8149	Rate: 17
Cycle: 8165	Rate: 17
Cycle: 8167	Rate: 17
Cycle: 8168	Rate: 16
Cycle: 8169	Rate: 16
Cycle: 8323	Rate: 17
Cycle: 8330	Rate: 17
Cycle: 8339	Rate: 17
Cycle: 8340	Rate: 16
Cycle: 8341	Rate: 16
Cycle: 8342	Rate: 16
Cycle: 8343	Rate: 15
Cycle: 8455	Rate: 16
Cycle: 8506	Rate: 17
Cycle: 8513	Rate: 17
Cycle: 8527	Rate: 17
Cycle: 8528	Rate: 17
Cycle: 8530	Rate: 16
Cycle: 8541	Rate: 16
Cycle: 8549	Rate: 16
Cycle: 8793	Rate: 17
Cycle: 8812	Rate: 17
Cycle: 8821	Rate: 17
Cycle: 8823	Rate: 17
Cycle: 8824	Rate: 16
Cycle: 8825	Rate: 16
Cycle: 8967	Rate: 17
Cycle: 8969	Rate: 17
Cycle: 8990	Rate: 17
Cycle: 8991	Rate: 17
Cycle: 8992	Rate: 16
Cycle: 8993	Rate: 16
Cycle: 9179	Rate: 17
Cycle: 9186	Rate: 17
Cycle: 9200	Rate: 17
Cycle: 9201	Rate: 17
Cycle: 9202	Rate: 16
Cycle: 9203	Rate: 16
Cycle: 9204	Rate: 16
Cycle: 9426	Rate: 17
Cycle: 9473	Rate: 17
Cycle: 9478	Rate: 17
Cycle: 9480	Rate: 17
Cycle: 9486	Rate: 17
Cycle: 9489	Rate: 17
Cycle: 9508	Rate: 17
Cycle: 9529	Rate: 17
Cycle: 9702	Rate: 18
Cycle: 9712	Rate: 18
Cycle: 9719	Rate: 18
Cycle: 9721	Rate: 17
Cycle: 9723	Rate: 17
Cycle: 9724	Rate: 17
Cycle: 9847	Rate: 18
Cycle: 9854	Rate: 18
Cycle: 9868	Rate: 18
Cycle: 9870	Rate: 18
Cycle: 9871	Rate: 17
Cycle: 9872	Rate: 17
Cycle: 9987	Rate: 18
Cycle: 9994	Rate: 18
Cycle: 10008	Rate: 18
Cycle: 10009	Rate: 17
Cycle: 10010	Rate: 17
Cycle: 10011	Rate: 16
Cycle: 10012	Rate: 16
Cycle: 10110	Rate: 17
Cycle: 10171	Rate: 18
Cycle: 10178	Rate: 18
Cycle: 10193	Rate: 18
Cycle: 10194	Rate: 18
Cycle: 10196	Rate: 17
Cycle: 10204	Rate: 17
Cycle: 10205	Rate: 17
Cycle: 10315	Rate: 18
Cycle: 10325	Rate: 18
Cycle: 10330	Rate: 18
Cycle: 10331	Rate: 17
Cycle: 10332	Rate: 17
Cycle: 10333	Rate: 16
Cycle: 10481	Rate: 17
Cycle: 10488	Rate: 17
Cycle: 10502	Rate: 17
Cycle: 10504	Rate: 17
Cycle: 10505	Rate: 16
Cycle: 10506	Rate: 16
Cycle: 10621	Rate: 17
Cycle: 10628	Rate: 17
Cycle: 10641	Rate: 17
Cycle: 10642	Rate: 17
Cycle: 10643	Rate: 16
Cycle: 10644	Rate: 16
Cycle: 10645	Rate: 16
Cycle: 10757	Rate: 17
Cycle: 10808	Rate: 18
Cycle: 10815	Rate: 18
Cycle: 10821	Rate: 18
Cycle: 10822	Rate: 17
Cycle: 10824	Rate: 17
Cycle: 10843	Rate: 17
Cycle: 10851	Rate: 17
Cycle: 10976	Rate: 18
Cycle: 10986	Rate: 18
Cycle: 11003	Rate: 18
Cycle: 11005	Rate: 18
Cycle: 11006	Rate: 17
Cycle: 11007	Rate: 17
Cycle: 11125	Rate: 18
Cycle: 11132	Rate: 18
Cycle: 11145	Rate: 18
Cycle: 11147	Rate: 17
Cycle: 11148	Rate: 17
Cycle: 11149	Rate: 16
Cycle: 11264	Rate: 17
Cycle: 11271	Rate: 17
Cycle: 11285	Rate: 17
Cycle: 11286	Rate: 17
Cycle: 11287	Rate: 16
Cycle: 11288	Rate: 16
Cycle: 11289	Rate: 16
Cycle: 11386	Rate: 17
Cycle: 11446	Rate: 18
Cycle: 11453	Rate: 18
Cycle: 11467	Rate: 18
Cycle: 11468	Rate: 17
Cycle: 11470	Rate: 17
Cycle: 11478	Rate: 17
Cycle: 11483	Rate: 16
Cycle: 11619	Rate: 17
Cycle: 11629	Rate: 17
Cycle: 11647	Rate: 17
Cycle: 11649	Rate: 17
Cycle: 11650	Rate: 16
Cycle: 11651	Rate: 16
Cycle: 11769	Rate: 17
Cycle: 11776	Rate: 17
Cycle: 11790	Rate: 17
Cycle: 11792	Rate: 17
Cycle: 11793	Rate: 16
Cycle: 11794	Rate: 16
Cycle: 11908	Rate: 17
Cycle: 11915	Rate: 17
Cycle: 11925	Rate: 17
Cycle: 11926	Rate: 16
Cycle: 11927	Rate: 16
Cycle: 11928	Rate: 16
Cycle: 11929	Rate: 15
Cycle: 12042	Rate: 16
Cycle: 12092	Rate: 17
Cycle: 12099	Rate: 17
Cycle: 12113	Rate: 17
Cycle: 12114	Rate: 17
Cycle: 12116	Rate: 16
Cycle: 12124	Rate: 16
Cycle: 12136	Rate: 16
Cycle: 12265	Rate: 17
Cycle: 12275	Rate: 17
Cycle: 12293	Rate: 17
Cycle: 12295	Rate: 17
Cycle: 12296	Rate: 16
Cycle: 12297	Rate: 16
Cycle: 12476	Rate: 17
Cycle: 12483	Rate: 17
Cycle: 12496	Rate: 17
Cycle: 12498	Rate: 17
Cycle: 12499	Rate: 16
Cycle: 12500	Rate: 16
Cycle: 12663	Rate: 17
Cycle: 12670	Rate: 17
Cycle: 12685	Rate: 17
Cycle: 12686	Rate: 17
Cycle: 12687	Rate: 16
Cycle: 12688	Rate: 16
Cycle: 12689	Rate: 16
Cycle: 12801	Rate: 17
Cycle: 12852	Rate: 18
Cycle: 12859	Rate: 18
Cycle: 12873	Rate: 18
Cycle: 12874	Rate: 17
Cycle: 12876	Rate: 17
Cycle: 12884	Rate: 17
Cycle: 12895	Rate: 17
Cycle: 13025	Rate: 18
Cycle: 13035	Rate: 18
Cycle: 13052	Rate: 18
Cycle: 13054	Rate: 18
Cycle: 13055	Rate: 17
Cycle: 13056	Rate: 17
Cycle: 13174	Rate: 18
Cycle: 13181	Rate: 18
Cycle: 13193	Rate: 18
Cycle: 13195	Rate: 17
Cycle: 13196	Rate: 17
Cycle: 13197	Rate: 16
Cycle: 13312	Rate: 17
Cycle: 13319	Rate: 17
Cycle: 13333	Rate: 17
Cycle: 13334	Rate: 17
Cycle: 13335	Rate: 16
Cycle: 13336	Rate: 16
Cycle: 13337	Rate: 16
Cycle: 13434	Rate: 17
Cycle: 13496	Rate: 18
Cycle: 13503	Rate: 18
Cycle: 13516	Rate: 18
Cycle: 13517	Rate: 17
Cycle: 13519	Rate: 17
Cycle: 13527	Rate: 17
Cycle: 13531	Rate: 16
Cycle: 13668	Rate: 17
Cycle: 13678	Rate: 17
Cycle: 13689	Rate: 17
Cycle: 13691	Rate: 17
Cycle: 13692	Rate: 16
Cycle: 13693	Rate: 16
Cycle: 13938	Rate: 17
Cycle: 13945	Rate: 17
Cycle: 13960	Rate: 17
Cycle: 13962	Rate: 17
Cycle: 13963	Rate: 16
Cycle: 13964	Rate: 16
Cycle: 14121	Rate: 17
Cycle: 14123	Rate: 17
Cycle: 14144	Rate: 17
Cycle: 14145	Rate: 17
Cycle: 14146	Rate: 16
Cycle: 14147	Rate: 16
Cycle: 14148	Rate: 16
Cycle: 14542	Rate: 17
Cycle: 14588	Rate: 17
Cycle: 14594	Rate: 17
Cycle: 14595	Rate: 17
Cycle: 14602	Rate: 17
Cycle: 14605	Rate: 17
Cycle: 14623	Rate: 17
Cycle: 14645	Rate: 17
Cycle: 14750	Rate: 18
Cycle: 14760	Rate: 18
Cycle: 14768	Rate: 18
Cycle: 14771	Rate: 17
Cycle: 14772	Rate: 17
Cycle: 14773	Rate: 16
Cycle: 14891	Rate: 17
Cycle: 14898	Rate: 17
Cycle: 14912	Rate: 17
Cycle: 14914	Rate: 17
Cycle: 14915	Rate: 16
Cycle: 14916	Rate: 16
Cycle: 15031	Rate: 17
Cycle: 15038	Rate: 17
Cycle: 15052	Rate: 17
Cycle: 15053	Rate: 17
Cycle: 15054	Rate: 16
Cycle: 15055	Rate: 16
Cycle: 15056	Rate: 16
Cycle: 15168	Rate: 17
Cycle: 15176	Rate: 17
Cycle: 15183	Rate: 17
Cycle: 15189	Rate: 17
Cycle: 15190	Rate: 16
Cycle: 15192	Rate: 16
Cycle: 15232	Rate: 16
Cycle: 15271	Rate: 17
Cycle: 15337	Rate: 18
Cycle: 15350	Rate: 18
Cycle: 15351	Rate: 18
Cycle: 15352	Rate: 17
Cycle: 15353	Rate: 17
Cycle: 15431	Rate: 18
Cycle: 15513	Rate: 19
Cycle: 15520	Rate: 19
Cycle: 15534	Rate: 19
Cycle: 15615	Rate: 20
Cycle: 15636	Rate: 20
Cycle: 15657	Rate: 20
Cycle: 15759	Rate: 21
Cycle: 15766	Rate: 21
Cycle: 15799	Rate: 21
Cycle: 15842	Rate: 21
Cycle: 15863	Rate: 21
Cycle: 15886	Rate: 21
Cycle: 15930	Rate: 22
Cycle: 16696	Rate: 23
Cycle: 16743	Rate: 23
Cycle: 16750	Rate: 23
Cycle: 16751	Rate: 23
Cycle: 16758	Rate: 23
Cycle: 16762	Rate: 22
Cycle: 16769	Rate: 22
Cycle: 16772	Rate: 21
Cycle: 16872	Rate: 22
Cycle: 16890	Rate: 22
Cycle: 16891	Rate: 22
Cycle: 16900	Rate: 21
Cycle: 16903	Rate: 21
Cycle: 16904	Rate: 20
Cycle: 17017	Rate: 21
Cycle: 17019	Rate: 21
Cycle: 17042	Rate: 21
Cycle: 17044	Rate: 20
Cycle: 17045	Rate: 20
Cycle: 17046	Rate: 19
Cycle: 17161	Rate: 20
Cycle: 17168	Rate: 20
Cycle: 17182	Rate: 20
Cycle: 17183	Rate: 19
Cycle: 17184	Rate: 19
Cycle: 17185	Rate: 18
Cycle: 17186	Rate: 18
Cycle: 17284	Rate: 19
Cycle: 17345	Rate: 20
Cycle: 17352	Rate: 20
Cycle: 17366	Rate: 20
Cycle: 17367	Rate: 19
Cycle: 17369	Rate: 19
Cycle: 17377	Rate: 19
Cycle: 17389	Rate: 18
Cycle: 17473	Rate: 19
Cycle: 17483	Rate: 19
Cycle: 17501	Rate: 19
Cycle: 17503	Rate: 19
Cycle: 17504	Rate: 18
Cycle: 17522	Rate: 18
Cycle: 17625	Rate: 19
Cycle: 17632	Rate: 19
Cycle: 17643	Rate: 19
Cycle: 17724	Rate: 20
Cycle: 17745	Rate: 20
Cycle: 17766	Rate: 20
Cycle: 17869	Rate: 21
Cycle: 17876	Rate: 21
Cycle: 17908	Rate: 21
Cycle: 17951	Rate: 21
Cycle: 17995	Rate: 22
Cycle: 18039	Rate: 22
Cycle: 18083	Rate: 23
Cycle: 18805	Rate: 24
Cycle: 18852	Rate: 24
Cycle: 18859	Rate: 24
Cycle: 18861	Rate: 24
Cycle: 18868	Rate: 23
Cycle: 18872	Rate: 23
Cycle: 18878	Rate: 22
Cycle: 18881	Rate: 22
Cycle: 18982	Rate: 23
Cycle: 19000	Rate: 23
Cycle: 19001	Rate: 23
Cycle: 19002	Rate: 22
Cycle: 19010	Rate: 22
Cycle: 19013	Rate: 21
Cycle: 19127	Rate: 22
Cycle: 19129	Rate: 22
Cycle: 19152	Rate: 22
Cycle: 19154	Rate: 21
Cycle: 19155	Rate: 21
Cycle: 19156	Rate: 20
Cycle: 19269	Rate: 21
Cycle: 19271	Rate: 21
Cycle: 19292	Rate: 21
Cycle: 19293	Rate: 20
Cycle: 19294	Rate: 20
Cycle: 19295	Rate: 19
Cycle: 19296	Rate: 19
Cycle: 19393	Rate: 20
Cycle: 19455	Rate: 21
Cycle: 19462	Rate: 21
Cycle: 19473	Rate: 21
Cycle: 19474	Rate: 20
Cycle: 19476	Rate: 20
Cycle: 19484	Rate: 20
Cycle: 19499	Rate: 19
Cycle: 19545	Rate: 19
Cycle: 19587	Rate: 20
Cycle: 19588	Rate: 20
Cycle: 19589	Rate: 19
Cycle: 19590	Rate: 19
Cycle: 19608	Rate: 19
Cycle: 19708	Rate: 20
Cycle: 19715	Rate: 20
Cycle: 19729	Rate: 20
Cycle: 19810	Rate: 21
Cycle: 19831	Rate: 21
Cycle: 19852	Rate: 21
Cycle: 19955	Rate: 22
Cycle: 19962	Rate: 22
Cycle: 19994	Rate: 22
Cycle: 20037	Rate: 22
Cycle: 20081	Rate: 23
Cycle: 20125	Rate: 23
Cycle: 20169	Rate: 24
Cycle: 20892	Rate: 25
Cycle: 20896	Rate: 25
Cycle: 20903	Rate: 24
Cycle: 20909	Rate: 24
Cycle: 20917	Rate: 23
Cycle: 20920	Rate: 23
Cycle: 20945	Rate: 23
Cycle: 20947	Rate: 22
Cycle: 21017	Rate: 23
Cycle: 21031	Rate: 23
Cycle: 21032	Rate: 23
Cycle: 21040	Rate: 22
Cycle: 21042	Rate: 22
Cycle: 21043	Rate: 21
Cycle: 21261	Rate: 22
Cycle: 21263	Rate: 22
Cycle: 21286	Rate: 22
Cycle: 21288	Rate: 21
Cycle: 21289	Rate: 21
Cycle: 21290	Rate: 20
Cycle: 21407	Rate: 21
Cycle: 21409	Rate: 21
Cycle: 21430	Rate: 21
Cycle: 21431	Rate: 20
Cycle: 21432	Rate: 20
Cycle: 21433	Rate: 19
Cycle: 21434	Rate: 19
Cycle: 21531	Rate: 20
Cycle: 21591	Rate: 21
Cycle: 21593	Rate: 21
Cycle: 21614	Rate: 21
Cycle: 21615	Rate: 20
Cycle: 21617	Rate: 20
Cycle: 21625	Rate: 20
Cycle: 21637	Rate: 19
Cycle: 21721	Rate: 20
Cycle: 21731	Rate: 20
Cycle: 21749	Rate: 20
Cycle: 21751	Rate: 20
Cycle: 21752	Rate: 19
Cycle: 21753	Rate: 19
Cycle: 21871	Rate: 20
Cycle: 21878	Rate: 20
Cycle: 21891	Rate: 20
Cycle: 21893	Rate: 19
Cycle: 21894	Rate: 19
Cycle: 21895	Rate: 18
Cycle: 22010	Rate: 19
Cycle: 22017	Rate: 19
Cycle: 22027	Rate: 19
Cycle: 22028	Rate: 18
Cycle: 22029	Rate: 18
Cycle: 22030	Rate: 17
Cycle: 22049	Rate: 17
Cycle: 22128	Rate: 18
Cycle: 22190	Rate: 19
Cycle: 22197	Rate: 19
Cycle: 22211	Rate: 19
Cycle: 22212	Rate: 18
Cycle: 22232	Rate: 18
Cycle: 22256	Rate: 18
Cycle: 22313	Rate: 19
Cycle: 22339	Rate: 19
Cycle: 22548	Rate: 20
Cycle: 22592	Rate: 20
Cycle: 22613	Rate: 20
Cycle: 22634	Rate: 20
Cycle: 22636	Rate: 20
Cycle: 23449	Rate: 21
Cycle: 23456	Rate: 21
Cycle: 23472	Rate: 21
Cycle: 23474	Rate: 20
Cycle: 23475	Rate: 20
Cycle: 23476	Rate: 19
Cycle: 23589	Rate: 20
Cycle: 23591	Rate: 20
Cycle: 23612	Rate: 20
Cycle: 23613	Rate: 19
Cycle: 23614	Rate: 19
Cycle: 23615	Rate: 18
Cycle: 23616	Rate: 18
Cycle: 23714	Rate: 19
Cycle: 23773	Rate: 20
Cycle: 23775	Rate: 20
Cycle: 23796	Rate: 20
Cycle: 23797	Rate: 19
Cycle: 23799	Rate: 19
Cycle: 23807	Rate: 19
Cycle: 23819	Rate: 18
Cycle: 23903	Rate: 19
Cycle: 23913	Rate: 19
Cycle: 23931	Rate: 19
Cycle: 23933	Rate: 19
Cycle: 23934	Rate: 18
Cycle: 23935	Rate: 18
Cycle: 23978	Rate: 18
Cycle: 24037	Rate: 19
Cycle: 24044	Rate: 19
Cycle: 24045	Rate: 19
Cycle: 24046	Rate: 18
Cycle: 24047	Rate: 18
Cycle: 24163	Rate: 19
Cycle: 24170	Rate: 19
Cycle: 24184	Rate: 19
Cycle: 24185	Rate: 18
Cycle: 24186	Rate: 18
Cycle: 24187	Rate: 17
Cycle: 24206	Rate: 17
Cycle: 24285	Rate: 18
Cycle: 24347	Rate: 19
Cycle: 24354	Rate: 19
Cycle: 24365	Rate: 19
Cycle: 24369	Rate: 18
Cycle: 24386	Rate: 18
Cycle: 24413	Rate: 18
Cycle: 24467	Rate: 19
Cycle: 24494	Rate: 19
Cycle: 24575	Rate: 20
Cycle: 24656	Rate: 21
Cycle: 24705	Rate: 21
Cycle: 24749	Rate: 22
Cycle: 24793	Rate: 22
Cycle: 25606	Rate: 23
Cycle: 25613	Rate: 23
Cycle: 25629	Rate: 23
Cycle: 25631	Rate: 22
Cycle: 25632	Rate: 22
Cycle: 25633	Rate: 21
Cycle: 25746	Rate: 22
Cycle: 25748	Rate: 22
Cycle: 25769	Rate: 22
Cycle: 25770	Rate: 21
Cycle: 25771	Rate: 21
Cycle: 25772	Rate: 20
Cycle: 25773	Rate: 20
Cycle: 25811	Rate: 20
Cycle: 25930	Rate: 21
Cycle: 25932	Rate: 21
Cycle: 25958	Rate: 21
Cycle: 25959	Rate: 20
Cycle: 25961	Rate: 20
Cycle: 25967	Rate: 19
Cycle: 25970	Rate: 19
Cycle: 26065	Rate: 20
Cycle: 26075	Rate: 20
Cycle: 26093	Rate: 20
Cycle: 26095	Rate: 20
Cycle: 26096	Rate: 19
Cycle: 26097	Rate: 19
Cycle: 26215	Rate: 20
Cycle: 26222	Rate: 20
Cycle: 26236	Rate: 20
Cycle: 26238	Rate: 19
Cycle: 26239	Rate: 19
Cycle: 26240	Rate: 18
Cycle: 26355	Rate: 19
Cycle: 26362	Rate: 19
Cycle: 26376	Rate: 19
Cycle: 26377	Rate: 18
Cycle: 26378	Rate: 18
Cycle: 26379	Rate: 17
Cycle: 26398	Rate: 17
Cycle: 26478	Rate: 18
Cycle: 26539	Rate: 19
Cycle: 26546	Rate: 19
Cycle: 26560	Rate: 19
Cycle: 26561	Rate: 18
Cycle: 26581	Rate: 18
Cycle: 26605	Rate: 18
Cycle: 26662	Rate: 19
Cycle: 26688	Rate: 19
Cycle: 26897	Rate: 20
Cycle: 26941	Rate: 20
Cycle: 26962	Rate: 20
Cycle: 26983	Rate: 20
Cycle: 26985	Rate: 20
Cycle: 27798	Rate: 21
Cycle: 27805	Rate: 21
Cycle: 27820	Rate: 21
Cycle: 27822	Rate: 20
Cycle: 27823	Rate: 20
Cycle: 27824	Rate: 19
Cycle: 27937	Rate: 20
Cycle: 27939	Rate: 20
