
*** Data Prefetching Championship 2 Simulator ***

Warmup Instructions: 0
Simulation Instructions: 100000000
Scramble loads OFF
Using 256KB Last Level Cache
Using 12.8 GB/s DRAM bandwidth
Knobs visible from prefetcher: 0 1 0
Resetting history queue.
Setting up the minimum score
Resetting offset table
Setting initial offset to 1
Tag offset: 6
Resetting rable rounds
Resetting gauge

Warmup complete. Instructions retired: 3 Cycles elapsed: 2 IPC: 1.500000
Cycle: 15	Rate: 32
Cycle: 3515	Rate: 26
Cycle: 3516	Rate: 26
Cycle: 3938	Rate: 27
Cycle: 3939	Rate: 27
Cycle: 3940	Rate: 26
Cycle: 3941	Rate: 26
Cycle: 3942	Rate: 25
Cycle: 3943	Rate: 25
Cycle: 3944	Rate: 24
Cycle: 3945	Rate: 24
Cycle: 3954	Rate: 24
Cycle: 4461	Rate: 25
Cycle: 4464	Rate: 25
Cycle: 4465	Rate: 24
Cycle: 4466	Rate: 24
Cycle: 4467	Rate: 23
Cycle: 4468	Rate: 23
Cycle: 4469	Rate: 22
Cycle: 4470	Rate: 22
Cycle: 4471	Rate: 21
Cycle: 4487	Rate: 21
Cycle: 4490	Rate: 21
Cycle: 4491	Rate: 21
Cycle: 4520	Rate: 21
Cycle: 4521	Rate: 21
Cycle: 4536	Rate: 21
Cycle: 4551	Rate: 21
Cycle: 4856	Rate: 22
Cycle: 4857	Rate: 22
Cycle: 4858	Rate: 21
Cycle: 4859	Rate: 21
Cycle: 5438	Rate: 22
Cycle: 5439	Rate: 22
Cycle: 5440	Rate: 21
Cycle: 5441	Rate: 21
Cycle: 5753	Rate: 22
Cycle: 5756	Rate: 22
Cycle: 5758	Rate: 21
Cycle: 5759	Rate: 21
Cycle: 5977	Rate: 22
Cycle: 5978	Rate: 22
Cycle: 5979	Rate: 21
Cycle: 5984	Rate: 21
Cycle: 6070	Rate: 22
Cycle: 6071	Rate: 22
Cycle: 6072	Rate: 21
Cycle: 6073	Rate: 21
Cycle: 6170	Rate: 21
Cycle: 6172	Rate: 21
Cycle: 6173	Rate: 21
Cycle: 6178	Rate: 21
Cycle: 6179	Rate: 21
Cycle: 6180	Rate: 21
Cycle: 6181	Rate: 21
Cycle: 6182	Rate: 21
Cycle: 6281	Rate: 22
Cycle: 6282	Rate: 22
Cycle: 6283	Rate: 21
Cycle: 6285	Rate: 21
Cycle: 6286	Rate: 20
Cycle: 6287	Rate: 20
Cycle: 6392	Rate: 21
Cycle: 6393	Rate: 21
Cycle: 6395	Rate: 20
Cycle: 6396	Rate: 20
Cycle: 6643	Rate: 21
Cycle: 6644	Rate: 21
Cycle: 6645	Rate: 20
Cycle: 6649	Rate: 20
Cycle: 6863	Rate: 21
Cycle: 6864	Rate: 21
Cycle: 6865	Rate: 20
Cycle: 6866	Rate: 20
Cycle: 6878	Rate: 20
Cycle: 6959	Rate: 20
Cycle: 6960	Rate: 20
Cycle: 6961	Rate: 20
Cycle: 6962	Rate: 20
Cycle: 7053	Rate: 21
Cycle: 7054	Rate: 21
Cycle: 7056	Rate: 20
Cycle: 7057	Rate: 20
Cycle: 7140	Rate: 21
Cycle: 7141	Rate: 21
Cycle: 7143	Rate: 20
Cycle: 7144	Rate: 20
Cycle: 7225	Rate: 21
Cycle: 7227	Rate: 21
Cycle: 7228	Rate: 20
Cycle: 7232	Rate: 20
Cycle: 7233	Rate: 19
Cycle: 7234	Rate: 19
Cycle: 7235	Rate: 18
Cycle: 7236	Rate: 18
Cycle: 7736	Rate: 19
Cycle: 7737	Rate: 19
Cycle: 7738	Rate: 18
Cycle: 7739	Rate: 18
Cycle: 7741	Rate: 17
Cycle: 7742	Rate: 17
Cycle: 7743	Rate: 16
Cycle: 7770	Rate: 16
Cycle: 7771	Rate: 16
Cycle: 7772	Rate: 16
Cycle: 7773	Rate: 15
Cycle: 7795	Rate: 15
Cycle: 7796	Rate: 15
Cycle: 7797	Rate: 15
Cycle: 7798	Rate: 15
Cycle: 8013	Rate: 15
Cycle: 8014	Rate: 15
Cycle: 8015	Rate: 15
Cycle: 8016	Rate: 15
Cycle: 8038	Rate: 16
Cycle: 8039	Rate: 16
Cycle: 8041	Rate: 16
Cycle: 8042	Rate: 15
Cycle: 8079	Rate: 15
Cycle: 8080	Rate: 15
Cycle: 8094	Rate: 15
Cycle: 8095	Rate: 15
Cycle: 8294	Rate: 16
Cycle: 8295	Rate: 16
Cycle: 8296	Rate: 16
Cycle: 8297	Rate: 15
Cycle: 8318	Rate: 15
Cycle: 8321	Rate: 15
Cycle: 8322	Rate: 15
Cycle: 8323	Rate: 14
Cycle: 8324	Rate: 14
Cycle: 8326	Rate: 14
Cycle: 8329	Rate: 13
Cycle: 8331	Rate: 13
Cycle: 8551	Rate: 13
Cycle: 8554	Rate: 13
Cycle: 8566	Rate: 13
Cycle: 8569	Rate: 13
Cycle: 8581	Rate: 13
Cycle: 8584	Rate: 13
Cycle: 8596	Rate: 13
Cycle: 8809	Rate: 14
Cycle: 8810	Rate: 14
Cycle: 8811	Rate: 14
Cycle: 8812	Rate: 13
Cycle: 8835	Rate: 13
Cycle: 8836	Rate: 13
Cycle: 8837	Rate: 13
Cycle: 8838	Rate: 13
Cycle: 9050	Rate: 14
Cycle: 9052	Rate: 14
Cycle: 9053	Rate: 14
Cycle: 9055	Rate: 13
Cycle: 9441	Rate: 14
Cycle: 9442	Rate: 14
Cycle: 9443	Rate: 14
Cycle: 9444	Rate: 13
Cycle: 9598	Rate: 14
Cycle: 9599	Rate: 14
Cycle: 9600	Rate: 14
Cycle: 9601	Rate: 13
Cycle: 9665	Rate: 13
Cycle: 9666	Rate: 13
Cycle: 9667	Rate: 13
Cycle: 9668	Rate: 13
Cycle: 9925	Rate: 14
Cycle: 9929	Rate: 14
Cycle: 9930	Rate: 14
Cycle: 9931	Rate: 13
Cycle: 9932	Rate: 13
Cycle: 9933	Rate: 13
Cycle: 9934	Rate: 12
Cycle: 9936	Rate: 12
Cycle: 10155	Rate: 13
Cycle: 10156	Rate: 13
Cycle: 10281	Rate: 14
Cycle: 10297	Rate: 14
Cycle: 10313	Rate: 14
Cycle: 10329	Rate: 14
Cycle: 10345	Rate: 14
Cycle: 10444	Rate: 15
Cycle: 10445	Rate: 15
Cycle: 10447	Rate: 15
Cycle: 10475	Rate: 15
Cycle: 10635	Rate: 16
Cycle: 10636	Rate: 16
Cycle: 10637	Rate: 16
Cycle: 10638	Rate: 15
Cycle: 10748	Rate: 16
Cycle: 10749	Rate: 16
Cycle: 10750	Rate: 16
Cycle: 10751	Rate: 15
Cycle: 11137	Rate: 16
Cycle: 11138	Rate: 16
Cycle: 11139	Rate: 16
Cycle: 11140	Rate: 15
Cycle: 11283	Rate: 16
Cycle: 11284	Rate: 16
Cycle: 11285	Rate: 16
Cycle: 11286	Rate: 15
Cycle: 11377	Rate: 16
Cycle: 11378	Rate: 16
Cycle: 11379	Rate: 16
Cycle: 11380	Rate: 15
Cycle: 11621	Rate: 15
Cycle: 11625	Rate: 15
Cycle: 11626	Rate: 16
Cycle: 11627	Rate: 16
Cycle: 11628	Rate: 16
Cycle: 11636	Rate: 15
Cycle: 11640	Rate: 15
Cycle: 11643	Rate: 15
Cycle: 11814	Rate: 16
Cycle: 11820	Rate: 16
Cycle: 11821	Rate: 16
Cycle: 11824	Rate: 15
Cycle: 11919	Rate: 16
Cycle: 11935	Rate: 16
Cycle: 11951	Rate: 16
Cycle: 12020	Rate: 17
Cycle: 12021	Rate: 17
Cycle: 12023	Rate: 17
Cycle: 12081	Rate: 17
Cycle: 12204	Rate: 18
Cycle: 12205	Rate: 18
Cycle: 12206	Rate: 17
Cycle: 12207	Rate: 17
Cycle: 12317	Rate: 18
Cycle: 12318	Rate: 18
Cycle: 12319	Rate: 17
Cycle: 12320	Rate: 17
Cycle: 12482	Rate: 18
Cycle: 12548	Rate: 19
Cycle: 12682	Rate: 20
Cycle: 12694	Rate: 20
Cycle: 12851	Rate: 21
Cycle: 12852	Rate: 21
Cycle: 12853	Rate: 20
Cycle: 12854	Rate: 20
Cycle: 12914	Rate: 20
Cycle: 12916	Rate: 20
Cycle: 12917	Rate: 20
Cycle: 12919	Rate: 19
Cycle: 13221	Rate: 20
Cycle: 13223	Rate: 20
Cycle: 13224	Rate: 19
Cycle: 13225	Rate: 19
Cycle: 13227	Rate: 18
Cycle: 13243	Rate: 18
Cycle: 13373	Rate: 19
Cycle: 13389	Rate: 19
Cycle: 13457	Rate: 20
Cycle: 13458	Rate: 20
Cycle: 13579	Rate: 21
Cycle: 13595	Rate: 21
Cycle: 13611	Rate: 21
Cycle: 13627	Rate: 21
Cycle: 13643	Rate: 21
Cycle: 13743	Rate: 22
Cycle: 13745	Rate: 22
Cycle: 13746	Rate: 21
Cycle: 13773	Rate: 21
Cycle: 14070	Rate: 22
Cycle: 14071	Rate: 22
Cycle: 14074	Rate: 21
Cycle: 14078	Rate: 21
Cycle: 14638	Rate: 22
Cycle: 14639	Rate: 22
Cycle: 14640	Rate: 21
Cycle: 14641	Rate: 21
Cycle: 14953	Rate: 22
Cycle: 14954	Rate: 22
Cycle: 14955	Rate: 21
Cycle: 14956	Rate: 21
Cycle: 15268	Rate: 22
Cycle: 15269	Rate: 22
Cycle: 15270	Rate: 21
Cycle: 15275	Rate: 21
Cycle: 15486	Rate: 22
Cycle: 15487	Rate: 22
Cycle: 15488	Rate: 21
Cycle: 15489	Rate: 21
Cycle: 15911	Rate: 22
Cycle: 15912	Rate: 22
Cycle: 15913	Rate: 21
Cycle: 15914	Rate: 21
Cycle: 15915	Rate: 20
Cycle: 15916	Rate: 20
Cycle: 15917	Rate: 19
Cycle: 15918	Rate: 19
Cycle: 16310	Rate: 20
Cycle: 16311	Rate: 20
Cycle: 16313	Rate: 19
Cycle: 16314	Rate: 19
Cycle: 16315	Rate: 18
Cycle: 16316	Rate: 18
Cycle: 16317	Rate: 17
Cycle: 16828	Rate: 18
Cycle: 16829	Rate: 18
Cycle: 16830	Rate: 17
Cycle: 16833	Rate: 17
Cycle: 17142	Rate: 18
Cycle: 17143	Rate: 18
Cycle: 17144	Rate: 17
Cycle: 17148	Rate: 17
Cycle: 17233	Rate: 17
Cycle: 17234	Rate: 17
Cycle: 17236	Rate: 17
Cycle: 17237	Rate: 17
Cycle: 17337	Rate: 17
Cycle: 17341	Rate: 17
Cycle: 17343	Rate: 17
Cycle: 17344	Rate: 17
Cycle: 17443	Rate: 17
Cycle: 17444	Rate: 17
Cycle: 17445	Rate: 17
Cycle: 17446	Rate: 17
Cycle: 17534	Rate: 18
Cycle: 17535	Rate: 18
Cycle: 17536	Rate: 17
Cycle: 17537	Rate: 17
Cycle: 17754	Rate: 18
Cycle: 17757	Rate: 18
Cycle: 17758	Rate: 17
Cycle: 17759	Rate: 17
Cycle: 17760	Rate: 16
Cycle: 17761	Rate: 16
Cycle: 17762	Rate: 16
Cycle: 17763	Rate: 15
Cycle: 17982	Rate: 15
Cycle: 17983	Rate: 15
Cycle: 17984	Rate: 15
Cycle: 17985	Rate: 16
Cycle: 17987	Rate: 16
Cycle: 17988	Rate: 16
Cycle: 17989	Rate: 15
Cycle: 18318	Rate: 15
Cycle: 18319	Rate: 15
Cycle: 18323	Rate: 16
Cycle: 18327	Rate: 16
Cycle: 18541	Rate: 17
Cycle: 18542	Rate: 17
Cycle: 18543	Rate: 16
Cycle: 18544	Rate: 16
Cycle: 18637	Rate: 17
Cycle: 18638	Rate: 17
Cycle: 18639	Rate: 16
Cycle: 18640	Rate: 16
Cycle: 18931	Rate: 17
Cycle: 18932	Rate: 17
Cycle: 18933	Rate: 16
Cycle: 18940	Rate: 16
Cycle: 19198	Rate: 17
Cycle: 19200	Rate: 17
Cycle: 19201	Rate: 17
Cycle: 19202	Rate: 16
Cycle: 19605	Rate: 17
Cycle: 19606	Rate: 17
Cycle: 19607	Rate: 16
Cycle: 19612	Rate: 16
Cycle: 19709	Rate: 16
Cycle: 19711	Rate: 16
Cycle: 19712	Rate: 16
Cycle: 19713	Rate: 16
Cycle: 19714	Rate: 16
Cycle: 19715	Rate: 16
Cycle: 19716	Rate: 16
Cycle: 19717	Rate: 16
Cycle: 19820	Rate: 17
Cycle: 19821	Rate: 17
Cycle: 19822	Rate: 16
Cycle: 19823	Rate: 16
Cycle: 19824	Rate: 16
Cycle: 19825	Rate: 15
Cycle: 19826	Rate: 15
Cycle: 20319	Rate: 16
Cycle: 20320	Rate: 16
Cycle: 20321	Rate: 16
Cycle: 20324	Rate: 15
Cycle: 20732	Rate: 16
Cycle: 20733	Rate: 16
Cycle: 20734	Rate: 16
Cycle: 20735	Rate: 15
Cycle: 20830	Rate: 16
Cycle: 20831	Rate: 16
Cycle: 20832	Rate: 16
Cycle: 20833	Rate: 15
Cycle: 21122	Rate: 16
Cycle: 21123	Rate: 16
Cycle: 21124	Rate: 16
Cycle: 21125	Rate: 15
Cycle: 21389	Rate: 16
Cycle: 21390	Rate: 16
Cycle: 21391	Rate: 16
Cycle: 21392	Rate: 15
Cycle: 21639	Rate: 16
Cycle: 21641	Rate: 16
Cycle: 21642	Rate: 16
Cycle: 21643	Rate: 15
Cycle: 21747	Rate: 16
Cycle: 21749	Rate: 16
Cycle: 21750	Rate: 16
Cycle: 21751	Rate: 15
Cycle: 21753	Rate: 15
Cycle: 21754	Rate: 15
Cycle: 21755	Rate: 14
Cycle: 21756	Rate: 14
Cycle: 22175	Rate: 15
Cycle: 22176	Rate: 15
Cycle: 22177	Rate: 15
Cycle: 22178	Rate: 14
Cycle: 22179	Rate: 14
Cycle: 22180	Rate: 14
Cycle: 22181	Rate: 13
Cycle: 22649	Rate: 14
Cycle: 22650	Rate: 14
Cycle: 22651	Rate: 14
Cycle: 22652	Rate: 13
Cycle: 22887	Rate: 14
Cycle: 22888	Rate: 14
Cycle: 22889	Rate: 14
Cycle: 22890	Rate: 13
Cycle: 22994	Rate: 14
Cycle: 22995	Rate: 14
Cycle: 22996	Rate: 14
Cycle: 22997	Rate: 13
Cycle: 23278	Rate: 14
Cycle: 23279	Rate: 14
Cycle: 23280	Rate: 14
Cycle: 23281	Rate: 13
Cycle: 23545	Rate: 14
Cycle: 23546	Rate: 14
Cycle: 23547	Rate: 14
Cycle: 23548	Rate: 13
Cycle: 23787	Rate: 14
Cycle: 23789	Rate: 14
Cycle: 23792	Rate: 14
Cycle: 23793	Rate: 13
Cycle: 23880	Rate: 14
Cycle: 23882	Rate: 14
Cycle: 23883	Rate: 14
Cycle: 23884	Rate: 13
Cycle: 23887	Rate: 13
Cycle: 23888	Rate: 13
Cycle: 23889	Rate: 12
Cycle: 23890	Rate: 12
Cycle: 24359	Rate: 13
Cycle: 24360	Rate: 13
Cycle: 24361	Rate: 13
Cycle: 24362	Rate: 12
Cycle: 24363	Rate: 12
Cycle: 24364	Rate: 12
Cycle: 24365	Rate: 11
Cycle: 24676	Rate: 12
Cycle: 24677	Rate: 12
Cycle: 24678	Rate: 12
Cycle: 24679	Rate: 11
Cycle: 24771	Rate: 11
Cycle: 24772	Rate: 11
Cycle: 24773	Rate: 11
Cycle: 24774	Rate: 11
Cycle: 24875	Rate: 12
Cycle: 24876	Rate: 12
Cycle: 24877	Rate: 12
Cycle: 24879	Rate: 11
Cycle: 25197	Rate: 12
Cycle: 25198	Rate: 12
Cycle: 25199	Rate: 12
Cycle: 25200	Rate: 11
Cycle: 25496	Rate: 12
Cycle: 25497	Rate: 12
Cycle: 25498	Rate: 12
Cycle: 25499	Rate: 11
Cycle: 25716	Rate: 11
Cycle: 25717	Rate: 11
Cycle: 25718	Rate: 11
Cycle: 25719	Rate: 11
Cycle: 25822	Rate: 12
Cycle: 25824	Rate: 12
Cycle: 25825	Rate: 12
Cycle: 25826	Rate: 11
Cycle: 25828	Rate: 11
Cycle: 25829	Rate: 11
Cycle: 25830	Rate: 11
Cycle: 25831	Rate: 10
Cycle: 26301	Rate: 11
Cycle: 26302	Rate: 11
Cycle: 26303	Rate: 11
Cycle: 26304	Rate: 11
Cycle: 26306	Rate: 10
Cycle: 26307	Rate: 10
Cycle: 26308	Rate: 10
Cycle: 26557	Rate: 10
Cycle: 26558	Rate: 10
Cycle: 26559	Rate: 10
Cycle: 26560	Rate: 10
Cycle: 26651	Rate: 11
Cycle: 26652	Rate: 11
Cycle: 26653	Rate: 11
Cycle: 26654	Rate: 11
Cycle: 27173	Rate: 12
Cycle: 27174	Rate: 12
Cycle: 27175	Rate: 12
Cycle: 27176	Rate: 11
Cycle: 27472	Rate: 12
Cycle: 27473	Rate: 12
Cycle: 27474	Rate: 12
Cycle: 27475	Rate: 11
Cycle: 27498	Rate: 11
Cycle: 27499	Rate: 11
Cycle: 27500	Rate: 11
Cycle: 27501	Rate: 11
Cycle: 27682	Rate: 12
Cycle: 27684	Rate: 12
Cycle: 27685	Rate: 12
Cycle: 27686	Rate: 11
Cycle: 28063	Rate: 12
Cycle: 28064	Rate: 12
Cycle: 28065	Rate: 12
Cycle: 28066	Rate: 11
Cycle: 28067	Rate: 11
Cycle: 28068	Rate: 11
Cycle: 28069	Rate: 11
Cycle: 28070	Rate: 10
Cycle: 28586	Rate: 11
Cycle: 28587	Rate: 11
Cycle: 28588	Rate: 11
Cycle: 28589	Rate: 11
Cycle: 28591	Rate: 10
Cycle: 28592	Rate: 10
Cycle: 28593	Rate: 10
Cycle: 28687	Rate: 11
Cycle: 28688	Rate: 11
Cycle: 28689	Rate: 11
Cycle: 28690	Rate: 11
Cycle: 29067	Rate: 12
Cycle: 29068	Rate: 12
Cycle: 29069	Rate: 12
Cycle: 29074	Rate: 12
Cycle: 29634	Rate: 13
Cycle: 29635	Rate: 13
Cycle: 29636	Rate: 13
Cycle: 29637	Rate: 12
Cycle: 29871	Rate: 13
Cycle: 29872	Rate: 13
Cycle: 29873	Rate: 13
Cycle: 29874	Rate: 12
Cycle: 29965	Rate: 13
Cycle: 29966	Rate: 13
Cycle: 29967	Rate: 13
Cycle: 29968	Rate: 12
Cycle: 30391	Rate: 13
Cycle: 30392	Rate: 13
Cycle: 30393	Rate: 13
Cycle: 30394	Rate: 12
Cycle: 30814	Rate: 13
Cycle: 30817	Rate: 13
Cycle: 30818	Rate: 13
Cycle: 30819	Rate: 12
Cycle: 30820	Rate: 12
Cycle: 30821	Rate: 12
Cycle: 30822	Rate: 11
Cycle: 30823	Rate: 11
Cycle: 31215	Rate: 12
Cycle: 31216	Rate: 12
Cycle: 31217	Rate: 12
Cycle: 31218	Rate: 11
Cycle: 31220	Rate: 11
Cycle: 31221	Rate: 11
Cycle: 31222	Rate: 11
Cycle: 31308	Rate: 12
Cycle: 31309	Rate: 12
Cycle: 31312	Rate: 12
Cycle: 31313	Rate: 12
Cycle: 31700	Rate: 13
Cycle: 31701	Rate: 13
Cycle: 31702	Rate: 13
Cycle: 31703	Rate: 12
Cycle: 31937	Rate: 13
Cycle: 31938	Rate: 13
Cycle: 31939	Rate: 13
Cycle: 31946	Rate: 13
Cycle: 32047	Rate: 13
Cycle: 32048	Rate: 13
Cycle: 32049	Rate: 13
Cycle: 32050	Rate: 13
Cycle: 32070	Rate: 14
Cycle: 32071	Rate: 14
Cycle: 32072	Rate: 14
Cycle: 32073	Rate: 13
Cycle: 32096	Rate: 13
Cycle: 32097	Rate: 13
Cycle: 32098	Rate: 13
Cycle: 32099	Rate: 13
Cycle: 32392	Rate: 14
Cycle: 32396	Rate: 14
Cycle: 32397	Rate: 14
Cycle: 32398	Rate: 13
Cycle: 32399	Rate: 13
Cycle: 32400	Rate: 13
Cycle: 32407	Rate: 13
Cycle: 32411	Rate: 12
Cycle: 32545	Rate: 12
Cycle: 32546	Rate: 12
Cycle: 32547	Rate: 12
Cycle: 32548	Rate: 12
Cycle: 32560	Rate: 12
Cycle: 32561	Rate: 12
Cycle: 32562	Rate: 12
Cycle: 32729	Rate: 13
Cycle: 32730	Rate: 13
Cycle: 32731	Rate: 13
Cycle: 32732	Rate: 12
Cycle: 32755	Rate: 12
Cycle: 32756	Rate: 12
Cycle: 32757	Rate: 12
Cycle: 32758	Rate: 12
Cycle: 33128	Rate: 13
Cycle: 33130	Rate: 13
Cycle: 33131	Rate: 13
Cycle: 33132	Rate: 12
Cycle: 33154	Rate: 12
Cycle: 33155	Rate: 12
Cycle: 33156	Rate: 12
Cycle: 33157	Rate: 12
Cycle: 33181	Rate: 12
Cycle: 33182	Rate: 12
Cycle: 33183	Rate: 11
Cycle: 33184	Rate: 11
Cycle: 33475	Rate: 12
Cycle: 33476	Rate: 12
Cycle: 33477	Rate: 12
Cycle: 33478	Rate: 11
Cycle: 33638	Rate: 11
Cycle: 33643	Rate: 12
Cycle: 33644	Rate: 12
Cycle: 33646	Rate: 12
Cycle: 33653	Rate: 12
Cycle: 33657	Rate: 12
Cycle: 33661	Rate: 12
Cycle: 33673	Rate: 12
Cycle: 33852	Rate: 13
Cycle: 33855	Rate: 13
Cycle: 33949	Rate: 14
Cycle: 33965	Rate: 14
Cycle: 34079	Rate: 15
Cycle: 34095	Rate: 15
Cycle: 34111	Rate: 15
Cycle: 34168	Rate: 15
Cycle: 34169	Rate: 15
Cycle: 34179	Rate: 16
Cycle: 34183	Rate: 16
Cycle: 34351	Rate: 17
Cycle: 34352	Rate: 17
Cycle: 34353	Rate: 16
Cycle: 34354	Rate: 16
Cycle: 34390	Rate: 16
Cycle: 34391	Rate: 16
Cycle: 34392	Rate: 16
Cycle: 34393	Rate: 16
Cycle: 34864	Rate: 17
Cycle: 34866	Rate: 17
Cycle: 34867	Rate: 17
Cycle: 34868	Rate: 16
Cycle: 34890	Rate: 16
Cycle: 34891	Rate: 16
Cycle: 34892	Rate: 16
Cycle: 34893	Rate: 15
Cycle: 35234	Rate: 16
Cycle: 35235	Rate: 16
Cycle: 35236	Rate: 16
Cycle: 35237	Rate: 15
Cycle: 35380	Rate: 16
Cycle: 35384	Rate: 16
Cycle: 35385	Rate: 16
Cycle: 35387	Rate: 15
Cycle: 35416	Rate: 15
Cycle: 35432	Rate: 15
Cycle: 35562	Rate: 16
Cycle: 35578	Rate: 16
Cycle: 35674	Rate: 17
Cycle: 35708	Rate: 17
Cycle: 35724	Rate: 17
Cycle: 35740	Rate: 17
Cycle: 35838	Rate: 18
Cycle: 35854	Rate: 18
Cycle: 35870	Rate: 18
Cycle: 35922	Rate: 18
Cycle: 35923	Rate: 18
Cycle: 35924	Rate: 18
Cycle: 36000	Rate: 19
Cycle: 36110	Rate: 20
Cycle: 36111	Rate: 20
Cycle: 36112	Rate: 19
Cycle: 36113	Rate: 19
Cycle: 36270	Rate: 20
Cycle: 36271	Rate: 20
Cycle: 36272	Rate: 19
Cycle: 36273	Rate: 19
Cycle: 36494	Rate: 19
Cycle: 36495	Rate: 19
Cycle: 36496	Rate: 20
Cycle: 36497	Rate: 20
Cycle: 36688	Rate: 21
Cycle: 36689	Rate: 21
Cycle: 36690	Rate: 20
Cycle: 36691	Rate: 20
Cycle: 36721	Rate: 20
Cycle: 36722	Rate: 20
Cycle: 36723	Rate: 19
Cycle: 36724	Rate: 19
Cycle: 37058	Rate: 20
Cycle: 37060	Rate: 20
Cycle: 37061	Rate: 19
Cycle: 37062	Rate: 19
Cycle: 37064	Rate: 18
Cycle: 37080	Rate: 18
Cycle: 37210	Rate: 19
Cycle: 37226	Rate: 19
Cycle: 37330	Rate: 20
Cycle: 37356	Rate: 20
Cycle: 37372	Rate: 20
Cycle: 37388	Rate: 20
Cycle: 37534	Rate: 21
Cycle: 37550	Rate: 21
Cycle: 37600	Rate: 21
Cycle: 37602	Rate: 21
Cycle: 37603	Rate: 21
Cycle: 37614	Rate: 21
Cycle: 37750	Rate: 22
Cycle: 37752	Rate: 22
Cycle: 37753	Rate: 21
Cycle: 37761	Rate: 21
Cycle: 37957	Rate: 22
Cycle: 37958	Rate: 22
Cycle: 37959	Rate: 21
Cycle: 37960	Rate: 21
Cycle: 37968	Rate: 20
Cycle: 37985	Rate: 20
Cycle: 37986	Rate: 20
Cycle: 37988	Rate: 19
Cycle: 38139	Rate: 20
Cycle: 38280	Rate: 20
Cycle: 38281	Rate: 20
Cycle: 38282	Rate: 20
Cycle: 38295	Rate: 21
Cycle: 38584	Rate: 22
Cycle: 38646	Rate: 23
Cycle: 38647	Rate: 23
Cycle: 38648	Rate: 22
Cycle: 38649	Rate: 22
Cycle: 39071	Rate: 23
Cycle: 39072	Rate: 23
Cycle: 39073	Rate: 22
Cycle: 39074	Rate: 22
Cycle: 39075	Rate: 21
Cycle: 39076	Rate: 21
Cycle: 39077	Rate: 20
Cycle: 39078	Rate: 20
Cycle: 39550	Rate: 21
Cycle: 39551	Rate: 21
Cycle: 39552	Rate: 20
Cycle: 39554	Rate: 20
Cycle: 39556	Rate: 19
Cycle: 39557	Rate: 19
Cycle: 39558	Rate: 18
Cycle: 39995	Rate: 19
Cycle: 39996	Rate: 19
Cycle: 39997	Rate: 18
Cycle: 40000	Rate: 18
