
*** Data Prefetching Championship 2 Simulator ***

Warmup Instructions: 0
Simulation Instructions: 100000000
Scramble loads OFF
Using 256KB Last Level Cache
Using 12.8 GB/s DRAM bandwidth
Knobs visible from prefetcher: 0 1 0
Resetting history queue.
Setting up the minimum score
Resetting offset table
Setting initial offset to 1
Tag offset: 6
Resetting rable rounds
Resetting gauge
Cycle: 15	Rate: 32
Cycle: 2802	Rate: 26
Cycle: 2803	Rate: 25
Cycle: 2805	Rate: 25
Cycle: 2806	Rate: 24
Cycle: 2809	Rate: 24
Cycle: 2810	Rate: 23
Cycle: 2812	Rate: 23
Cycle: 2814	Rate: 23
Cycle: 2816	Rate: 22
Cycle: 2819	Rate: 22
Cycle: 2821	Rate: 22
Cycle: 2869	Rate: 22
Cycle: 2870	Rate: 22
Cycle: 2871	Rate: 22
Cycle: 2896	Rate: 23
Cycle: 2949	Rate: 23
Cycle: 2950	Rate: 23
Cycle: 2965	Rate: 23
Cycle: 2966	Rate: 23
Cycle: 2967	Rate: 23
Cycle: 2968	Rate: 23
Cycle: 2981	Rate: 23
Cycle: 3374	Rate: 24
Cycle: 3389	Rate: 24
Cycle: 3391	Rate: 24
Cycle: 3635	Rate: 25
Cycle: 3638	Rate: 25
Cycle: 3640	Rate: 24
Cycle: 3648	Rate: 24
Cycle: 3653	Rate: 23
Cycle: 3686	Rate: 23
Cycle: 3710	Rate: 23
Cycle: 3718	Rate: 23
Cycle: 3723	Rate: 23
Cycle: 3725	Rate: 23
Cycle: 3726	Rate: 23
Cycle: 3727	Rate: 23
Cycle: 3729	Rate: 23
Cycle: 3730	Rate: 23
Cycle: 3731	Rate: 23
Cycle: 3733	Rate: 23
Cycle: 3734	Rate: 23
Cycle: 3735	Rate: 22
Cycle: 3736	Rate: 22
Cycle: 3740	Rate: 21
Cycle: 3748	Rate: 21
Cycle: 3749	Rate: 20
Cycle: 3764	Rate: 20
Cycle: 3764	Rate: 20
Cycle: 3765	Rate: 19
Cycle: 3768	Rate: 19
Cycle: 3780	Rate: 19
Cycle: 3795	Rate: 19
Cycle: 3803	Rate: 19
Cycle: 3823	Rate: 19
Cycle: 3846	Rate: 19
Cycle: 3862	Rate: 19
Cycle: 4315	Rate: 20
Cycle: 4317	Rate: 20
Cycle: 4318	Rate: 19
Cycle: 4331	Rate: 19
Cycle: 4336	Rate: 19
Cycle: 4697	Rate: 20
Cycle: 4712	Rate: 20
Cycle: 4716	Rate: 20
Cycle: 4718	Rate: 19
Cycle: 4723	Rate: 19
Cycle: 4927	Rate: 20
Cycle: 4930	Rate: 20
Cycle: 4942	Rate: 20
Cycle: 4944	Rate: 19
Cycle: 4945	Rate: 19
Cycle: 4946	Rate: 18
Cycle: 4947	Rate: 18
Cycle: 4948	Rate: 17
Cycle: 4950	Rate: 17
Cycle: 4951	Rate: 17
Cycle: 4953	Rate: 16
Cycle: 4955	Rate: 16
Cycle: 4956	Rate: 16
Cycle: 4957	Rate: 15
Cycle: 4966	Rate: 15
Cycle: 5028	Rate: 16
Cycle: 5044	Rate: 16
Cycle: 5060	Rate: 16
Cycle: 5301	Rate: 17
Cycle: 5302	Rate: 17
Cycle: 5311	Rate: 17
Cycle: 5314	Rate: 16
Cycle: 5324	Rate: 16
Cycle: 5325	Rate: 16
Cycle: 5326	Rate: 15
Cycle: 5327	Rate: 15
Cycle: 5341	Rate: 15
Cycle: 5342	Rate: 15
Cycle: 5475	Rate: 16
Cycle: 5689	Rate: 16
Cycle: 5691	Rate: 17
Cycle: 6078	Rate: 18
Cycle: 6081	Rate: 18
Cycle: 6085	Rate: 18
Cycle: 6089	Rate: 17
Cycle: 6092	Rate: 17
Cycle: 6152	Rate: 17
Cycle: 6153	Rate: 17
Cycle: 6162	Rate: 17
Cycle: 6163	Rate: 17
Cycle: 6166	Rate: 18
Cycle: 6167	Rate: 18
Cycle: 6168	Rate: 17
Cycle: 6170	Rate: 17
Cycle: 6171	Rate: 17
Cycle: 6172	Rate: 16
Cycle: 6174	Rate: 16
Cycle: 6175	Rate: 16
Cycle: 6176	Rate: 15
Cycle: 6177	Rate: 15
Cycle: 6183	Rate: 15
Cycle: 6255	Rate: 16
Cycle: 6271	Rate: 16
Cycle: 6548	Rate: 17
Cycle: 6549	Rate: 17
Cycle: 6558	Rate: 17
Cycle: 6562	Rate: 16
Cycle: 6563	Rate: 16
Cycle: 6572	Rate: 16
Cycle: 6573	Rate: 15
Cycle: 6574	Rate: 15
Cycle: 6575	Rate: 15
Cycle: 6671	Rate: 16
Cycle: 6675	Rate: 16
Cycle: 6821	Rate: 17
Cycle: 7017	Rate: 18
Cycle: 7027	Rate: 18
Cycle: 7328	Rate: 19
Cycle: 7332	Rate: 19
Cycle: 7336	Rate: 19
Cycle: 7343	Rate: 18
Cycle: 7349	Rate: 18
Cycle: 7394	Rate: 18
Cycle: 7412	Rate: 18
Cycle: 7422	Rate: 18
Cycle: 7429	Rate: 18
Cycle: 7436	Rate: 18
Cycle: 7439	Rate: 18
Cycle: 7440	Rate: 17
Cycle: 7441	Rate: 17
Cycle: 7444	Rate: 17
Cycle: 7445	Rate: 16
Cycle: 7446	Rate: 16
Cycle: 7447	Rate: 16
Cycle: 7505	Rate: 16
Cycle: 7521	Rate: 16
Cycle: 7537	Rate: 16
Cycle: 7561	Rate: 16
Cycle: 7651	Rate: 17
Cycle: 7765	Rate: 18
Cycle: 8264	Rate: 19
Cycle: 8265	Rate: 19
Cycle: 8276	Rate: 19
Cycle: 8280	Rate: 18
Cycle: 8290	Rate: 18
Cycle: 8292	Rate: 18
Cycle: 8294	Rate: 17
Cycle: 8295	Rate: 17
Cycle: 8297	Rate: 17
Cycle: 8300	Rate: 16
Cycle: 8400	Rate: 17
Cycle: 8526	Rate: 18
Cycle: 8542	Rate: 18
Cycle: 8832	Rate: 19
Cycle: 8844	Rate: 19
Cycle: 8861	Rate: 19
Cycle: 8875	Rate: 19
Cycle: 8891	Rate: 19
Cycle: 8903	Rate: 19
Cycle: 8905	Rate: 18
Cycle: 8917	Rate: 18
Cycle: 8919	Rate: 18
Cycle: 8922	Rate: 18
Cycle: 8929	Rate: 18
Cycle: 8931	Rate: 18
Cycle: 8985	Rate: 19
Cycle: 8986	Rate: 19
Cycle: 8995	Rate: 19
Cycle: 8999	Rate: 18
Cycle: 9000	Rate: 18
Cycle: 9001	Rate: 18
Cycle: 9007	Rate: 18
Cycle: 9010	Rate: 17
Cycle: 9012	Rate: 17
Cycle: 9015	Rate: 17
Cycle: 9018	Rate: 16
Cycle: 9019	Rate: 16
Cycle: 9020	Rate: 16
Cycle: 9021	Rate: 16
Cycle: 9022	Rate: 15
Cycle: 9027	Rate: 15
Cycle: 9081	Rate: 15
Cycle: 9082	Rate: 15
Cycle: 9095	Rate: 15
Cycle: 9106	Rate: 15
Cycle: 9277	Rate: 16
Cycle: 9700	Rate: 17
Cycle: 9701	Rate: 17
Cycle: 9711	Rate: 17
Cycle: 9713	Rate: 16
Cycle: 9723	Rate: 16
Cycle: 9724	Rate: 16
Cycle: 9725	Rate: 16
Cycle: 9726	Rate: 16
Cycle: 9731	Rate: 16
Cycle: 9732	Rate: 16
Cycle: 9741	Rate: 15
Cycle: 9743	Rate: 15
Cycle: 9746	Rate: 15
Cycle: 10208	Rate: 16
Cycle: 10209	Rate: 16
Cycle: 10211	Rate: 16
Cycle: 10213	Rate: 15
Cycle: 10222	Rate: 15
Cycle: 10442	Rate: 16
Cycle: 10443	Rate: 16
Cycle: 10444	Rate: 16
Cycle: 10446	Rate: 15
Cycle: 10449	Rate: 15
Cycle: 10453	Rate: 15
Cycle: 10454	Rate: 14
Cycle: 10456	Rate: 14
Cycle: 10457	Rate: 14
Cycle: 10460	Rate: 13
Cycle: 10461	Rate: 13
Cycle: 10462	Rate: 13
Cycle: 10463	Rate: 12
Cycle: 10467	Rate: 12
Cycle: 10527	Rate: 13
Cycle: 10543	Rate: 13
Cycle: 10559	Rate: 13
Cycle: 10707	Rate: 14
Cycle: 11096	Rate: 15
Cycle: 11097	Rate: 15
Cycle: 11107	Rate: 15
Cycle: 11110	Rate: 15
Cycle: 11120	Rate: 14
Cycle: 11121	Rate: 14
Cycle: 11122	Rate: 14
Cycle: 11123	Rate: 13
Cycle: 11125	Rate: 13
Cycle: 11128	Rate: 13
Cycle: 11130	Rate: 12
Cycle: 11225	Rate: 13
Cycle: 11304	Rate: 14
Cycle: 11716	Rate: 15
Cycle: 11717	Rate: 15
Cycle: 11720	Rate: 15
Cycle: 11722	Rate: 14
Cycle: 11731	Rate: 14
Cycle: 11933	Rate: 15
Cycle: 11936	Rate: 15
Cycle: 11948	Rate: 15
Cycle: 11950	Rate: 15
Cycle: 11954	Rate: 15
Cycle: 11955	Rate: 15
Cycle: 11957	Rate: 14
Cycle: 11960	Rate: 14
Cycle: 11962	Rate: 14
Cycle: 11965	Rate: 13
Cycle: 11968	Rate: 13
Cycle: 11969	Rate: 13
Cycle: 11970	Rate: 12
Cycle: 11971	Rate: 12
Cycle: 11972	Rate: 12
Cycle: 11973	Rate: 11
Cycle: 12019	Rate: 12
Cycle: 12024	Rate: 12
Cycle: 12144	Rate: 12
Cycle: 12145	Rate: 12
Cycle: 12155	Rate: 12
Cycle: 12158	Rate: 13
Cycle: 12169	Rate: 13
Cycle: 12170	Rate: 13
Cycle: 12171	Rate: 13
Cycle: 12172	Rate: 12
Cycle: 12185	Rate: 12
Cycle: 12302	Rate: 13
Cycle: 12330	Rate: 13
Cycle: 12346	Rate: 13
Cycle: 12508	Rate: 14
Cycle: 12920	Rate: 15
Cycle: 12921	Rate: 15
Cycle: 12925	Rate: 15
Cycle: 12927	Rate: 14
Cycle: 12929	Rate: 14
Cycle: 13134	Rate: 15
Cycle: 13135	Rate: 15
Cycle: 13141	Rate: 15
Cycle: 13142	Rate: 14
Cycle: 13144	Rate: 14
Cycle: 13148	Rate: 14
Cycle: 13151	Rate: 13
Cycle: 13153	Rate: 13
Cycle: 13156	Rate: 13
Cycle: 13159	Rate: 13
Cycle: 13160	Rate: 12
Cycle: 13161	Rate: 12
Cycle: 13162	Rate: 12
Cycle: 13163	Rate: 11
Cycle: 13170	Rate: 11
Cycle: 13235	Rate: 12
Cycle: 13249	Rate: 12
Cycle: 13412	Rate: 13
Cycle: 13769	Rate: 14
Cycle: 13770	Rate: 14
Cycle: 13781	Rate: 14
Cycle: 13784	Rate: 14
Cycle: 13796	Rate: 14
Cycle: 13797	Rate: 13
Cycle: 13799	Rate: 13
Cycle: 13801	Rate: 13
Cycle: 13802	Rate: 12
Cycle: 13808	Rate: 12
Cycle: 13896	Rate: 13
Cycle: 13908	Rate: 13
Cycle: 14054	Rate: 14
Cycle: 14512	Rate: 15
Cycle: 14513	Rate: 15
Cycle: 14515	Rate: 15
Cycle: 14519	Rate: 14
Cycle: 14523	Rate: 14
Cycle: 14558	Rate: 14
Cycle: 14587	Rate: 14
Cycle: 14596	Rate: 14
Cycle: 14601	Rate: 14
Cycle: 14605	Rate: 14
Cycle: 14608	Rate: 14
Cycle: 14611	Rate: 14
Cycle: 14613	Rate: 13
Cycle: 14616	Rate: 13
Cycle: 14619	Rate: 13
Cycle: 14620	Rate: 12
Cycle: 14639	Rate: 12
Cycle: 14689	Rate: 13
Cycle: 14705	Rate: 13
Cycle: 14754	Rate: 14
Cycle: 14770	Rate: 14
Cycle: 14786	Rate: 14
Cycle: 14802	Rate: 14
Cycle: 15225	Rate: 15
Cycle: 15226	Rate: 15
Cycle: 15236	Rate: 15
Cycle: 15239	Rate: 15
Cycle: 15241	Rate: 15
Cycle: 15250	Rate: 14
Cycle: 15251	Rate: 14
Cycle: 15252	Rate: 14
Cycle: 15254	Rate: 13
Cycle: 15256	Rate: 13
Cycle: 15257	Rate: 13
Cycle: 15275	Rate: 13
Cycle: 15357	Rate: 14
Cycle: 15483	Rate: 15
Cycle: 15489	Rate: 15
Cycle: 15499	Rate: 15
Cycle: 15502	Rate: 15
Cycle: 15519	Rate: 15
Cycle: 15665	Rate: 16
Cycle: 15765	Rate: 17
Cycle: 15777	Rate: 17
Cycle: 15791	Rate: 17
Cycle: 15803	Rate: 17
Cycle: 15872	Rate: 17
Cycle: 15883	Rate: 17
Cycle: 15886	Rate: 17
Cycle: 15892	Rate: 17
Cycle: 15898	Rate: 17
Cycle: 15899	Rate: 17
Cycle: 15908	Rate: 17
Cycle: 15917	Rate: 17
Cycle: 15956	Rate: 18
Cycle: 15973	Rate: 18
Cycle: 15975	Rate: 18
Cycle: 15984	Rate: 18
Cycle: 15992	Rate: 17
Cycle: 15996	Rate: 17
Cycle: 16000	Rate: 17
Cycle: 16001	Rate: 17
Cycle: 16011	Rate: 16
Cycle: 16013	Rate: 16
Cycle: 16016	Rate: 16
Cycle: 16017	Rate: 15
Cycle: 16019	Rate: 15
Cycle: 16020	Rate: 15
Cycle: 16021	Rate: 15
Cycle: 16022	Rate: 14
Cycle: 16026	Rate: 14
Cycle: 16079	Rate: 14
Cycle: 16244	Rate: 14
Cycle: 16256	Rate: 14
Cycle: 16259	Rate: 15
Cycle: 16270	Rate: 15
Cycle: 16275	Rate: 15
Cycle: 16276	Rate: 15
Cycle: 16293	Rate: 15
Cycle: 16363	Rate: 15
Cycle: 16485	Rate: 16
Cycle: 16545	Rate: 17
Cycle: 16691	Rate: 18
Cycle: 16707	Rate: 18
Cycle: 16731	Rate: 18
Cycle: 16758	Rate: 18
Cycle: 16787	Rate: 18
Cycle: 17050	Rate: 19
Cycle: 17063	Rate: 19
Cycle: 17079	Rate: 19
Cycle: 17104	Rate: 19
Cycle: 17126	Rate: 19
Cycle: 17129	Rate: 19
Cycle: 17130	Rate: 18
Cycle: 17133	Rate: 18
Cycle: 17138	Rate: 18
Cycle: 17147	Rate: 17
Cycle: 17149	Rate: 17
Cycle: 17376	Rate: 18
Cycle: 17385	Rate: 18
Cycle: 17390	Rate: 18
Cycle: 17393	Rate: 17
Cycle: 17404	Rate: 17
Cycle: 17410	Rate: 17
Cycle: 17413	Rate: 17
Cycle: 17414	Rate: 17
Cycle: 17415	Rate: 17
Cycle: 17418	Rate: 16
Cycle: 17421	Rate: 16
Cycle: 17422	Rate: 16
Cycle: 17423	Rate: 15
Cycle: 17424	Rate: 15
Cycle: 17425	Rate: 15
Cycle: 17429	Rate: 15
Cycle: 17430	Rate: 14
Cycle: 17431	Rate: 14
Cycle: 17471	Rate: 14
Cycle: 17487	Rate: 14
Cycle: 17506	Rate: 14
Cycle: 17519	Rate: 14
Cycle: 17535	Rate: 14
Cycle: 17643	Rate: 15
Cycle: 17699	Rate: 16
Cycle: 17719	Rate: 16
Cycle: 17861	Rate: 17
Cycle: 17881	Rate: 17
Cycle: 17909	Rate: 17
Cycle: 18039	Rate: 18
Cycle: 18055	Rate: 18
Cycle: 18158	Rate: 18
Cycle: 18163	Rate: 19
Cycle: 18170	Rate: 19
Cycle: 18255	Rate: 20
Cycle: 18352	Rate: 21
Cycle: 18366	Rate: 21
Cycle: 18398	Rate: 21
Cycle: 18425	Rate: 21
Cycle: 18440	Rate: 21
Cycle: 18441	Rate: 21
Cycle: 18442	Rate: 20
Cycle: 18443	Rate: 20
Cycle: 18445	Rate: 19
Cycle: 18463	Rate: 19
Cycle: 18565	Rate: 19
Cycle: 18566	Rate: 19
Cycle: 18568	Rate: 19
Cycle: 18588	Rate: 20
Cycle: 18627	Rate: 20
Cycle: 18647	Rate: 21
Cycle: 18649	Rate: 21
Cycle: 18652	Rate: 20
Cycle: 18654	Rate: 20
Cycle: 18662	Rate: 20
Cycle: 18668	Rate: 19
Cycle: 18671	Rate: 19
Cycle: 18672	Rate: 18
Cycle: 18673	Rate: 18
Cycle: 18674	Rate: 17
Cycle: 18675	Rate: 17
Cycle: 18679	Rate: 17
Cycle: 18680	Rate: 16
Cycle: 18694	Rate: 16
Cycle: 18703	Rate: 16
Cycle: 18731	Rate: 16
Cycle: 18747	Rate: 16
Cycle: 18763	Rate: 16
Cycle: 18779	Rate: 16
Cycle: 18892	Rate: 17
Cycle: 18968	Rate: 18
Cycle: 19022	Rate: 19
Cycle: 19086	Rate: 20
Cycle: 19102	Rate: 20
Cycle: 19118	Rate: 20
Cycle: 19251	Rate: 21
Cycle: 19462	Rate: 22
Cycle: 19473	Rate: 22
Cycle: 19481	Rate: 22
Cycle: 19492	Rate: 21
Cycle: 19662	Rate: 22
Cycle: 19676	Rate: 22
Cycle: 19701	Rate: 22
Cycle: 19714	Rate: 22
Cycle: 19728	Rate: 22
Cycle: 19745	Rate: 22
Cycle: 19750	Rate: 21
Cycle: 19752	Rate: 21
Cycle: 19756	Rate: 20
Cycle: 19758	Rate: 20
Cycle: 19761	Rate: 19
Cycle: 19770	Rate: 19
Cycle: 19808	Rate: 19
Cycle: 19817	Rate: 19
Cycle: 19819	Rate: 19
Cycle: 19821	Rate: 18
Cycle: 19830	Rate: 18
Cycle: 19831	Rate: 18
Cycle: 19833	Rate: 17
Cycle: 19834	Rate: 17
Cycle: 19836	Rate: 17
Cycle: 19837	Rate: 16
Cycle: 19841	Rate: 16
Cycle: 19843	Rate: 16
Cycle: 19844	Rate: 16
Cycle: 19854	Rate: 16
Cycle: 19855	Rate: 15
Cycle: 19858	Rate: 15
Cycle: 19861	Rate: 15
Cycle: 19861	Rate: 14
Cycle: 19863	Rate: 14
Cycle: 19864	Rate: 14
Cycle: 20003	Rate: 15
Cycle: 20019	Rate: 15
Cycle: 20063	Rate: 15
Cycle: 20153	Rate: 16
Cycle: 20154	Rate: 16
Cycle: 20155	Rate: 16
Cycle: 20200	Rate: 16
Cycle: 20246	Rate: 17
Cycle: 20249	Rate: 17
Cycle: 20287	Rate: 17
Cycle: 20335	Rate: 17
Cycle: 20350	Rate: 18
Cycle: 20371	Rate: 18
Cycle: 20423	Rate: 19
Cycle: 20479	Rate: 20
Cycle: 20495	Rate: 20
Cycle: 20519	Rate: 20
Cycle: 20633	Rate: 21
Cycle: 20653	Rate: 21
Cycle: 20779	Rate: 22
Cycle: 20807	Rate: 22
Cycle: 20875	Rate: 23
Cycle: 20909	Rate: 23
Cycle: 21013	Rate: 24
Cycle: 21021	Rate: 24
Cycle: 21026	Rate: 23
Cycle: 21084	Rate: 23
Cycle: 21156	Rate: 24
Cycle: 21276	Rate: 25
Cycle: 21278	Rate: 25
Cycle: 21283	Rate: 24
Cycle: 21290	Rate: 24
Cycle: 21294	Rate: 23
Cycle: 21295	Rate: 23
Cycle: 21296	Rate: 22
Cycle: 21297	Rate: 22
Cycle: 21298	Rate: 21
Cycle: 21301	Rate: 21
Cycle: 21302	Rate: 20
Cycle: 21305	Rate: 20
Cycle: 21308	Rate: 19
Cycle: 21312	Rate: 19
Cycle: 21318	Rate: 19
Cycle: 21341	Rate: 19
Cycle: 21342	Rate: 19
Cycle: 21343	Rate: 18
Cycle: 21376	Rate: 18
Cycle: 21656	Rate: 19
Cycle: 21658	Rate: 19
Cycle: 21659	Rate: 19
Cycle: 21662	Rate: 18
Cycle: 21663	Rate: 18
Cycle: 21665	Rate: 17
Cycle: 21694	Rate: 17
Cycle: 21730	Rate: 17
Cycle: 21794	Rate: 18
Cycle: 21797	Rate: 18
Cycle: 21808	Rate: 18
Cycle: 21831	Rate: 18
Cycle: 21973	Rate: 18
Cycle: 21993	Rate: 18
Cycle: 22004	Rate: 18
Cycle: 22138	Rate: 19
Cycle: 22151	Rate: 19
Cycle: 22205	Rate: 19
Cycle: 22209	Rate: 19
Cycle: 22213	Rate: 19
Cycle: 22216	Rate: 19
Cycle: 22217	Rate: 18
Cycle: 22242	Rate: 18
Cycle: 22243	Rate: 18
Cycle: 22284	Rate: 18
Cycle: 22285	Rate: 18
Cycle: 22289	Rate: 18
Cycle: 22301	Rate: 18
Cycle: 22302	Rate: 17
Cycle: 22309	Rate: 17
Cycle: 22313	Rate: 17
Cycle: 22318	Rate: 16
Cycle: 22335	Rate: 16
Cycle: 22343	Rate: 16
Cycle: 22344	Rate: 16
Cycle: 22351	Rate: 16
Cycle: 22352	Rate: 16
Cycle: 22355	Rate: 16
Cycle: 22361	Rate: 15
Cycle: 22368	Rate: 15
Cycle: 22379	Rate: 15
Cycle: 22386	Rate: 15
Cycle: 22418	Rate: 15
Cycle: 22475	Rate: 16
Cycle: 22639	Rate: 17
Cycle: 22692	Rate: 18
Cycle: 22693	Rate: 18
Cycle: 22694	Rate: 18
Cycle: 22707	Rate: 18
Cycle: 22820	Rate: 18
Cycle: 22821	Rate: 19
Cycle: 22841	Rate: 19
Cycle: 22852	Rate: 19
Cycle: 22972	Rate: 20
Cycle: 22985	Rate: 20
Cycle: 23114	Rate: 21
Cycle: 23127	Rate: 21
Cycle: 23141	Rate: 21
Cycle: 23156	Rate: 21
Cycle: 23167	Rate: 21
Cycle: 23178	Rate: 20
Cycle: 23191	Rate: 20
Cycle: 23198	Rate: 20
Cycle: 23220	Rate: 20
Cycle: 23248	Rate: 20
Cycle: 23251	Rate: 20
Cycle: 23257	Rate: 19
Cycle: 23269	Rate: 19
Cycle: 23275	Rate: 19
Cycle: 23278	Rate: 18
Cycle: 23280	Rate: 18
Cycle: 23289	Rate: 18
Cycle: 23291	Rate: 17
Cycle: 23292	Rate: 17
Cycle: 23293	Rate: 17
Cycle: 23294	Rate: 17
Cycle: 23295	Rate: 17
Cycle: 23296	Rate: 17
Cycle: 23298	Rate: 17
Cycle: 23300	Rate: 17
Cycle: 23312	Rate: 17
Cycle: 23315	Rate: 17
Cycle: 23321	Rate: 17
Cycle: 23330	Rate: 17
Cycle: 23338	Rate: 16
Cycle: 23341	Rate: 16
Cycle: 23356	Rate: 16
Cycle: 23363	Rate: 16
Cycle: 23394	Rate: 16
Cycle: 23469	Rate: 17
Cycle: 23611	Rate: 18
Cycle: 23627	Rate: 18
Cycle: 23643	Rate: 18
Cycle: 23659	Rate: 18
Cycle: 23773	Rate: 19
Cycle: 24144	Rate: 20
Cycle: 24146	Rate: 20
Cycle: 24149	Rate: 19
Cycle: 24158	Rate: 19
Cycle: 24188	Rate: 19
Cycle: 24207	Rate: 19
Cycle: 24209	Rate: 19
Cycle: 24210	Rate: 18
Cycle: 24211	Rate: 18
Cycle: 24223	Rate: 18
Cycle: 24229	Rate: 17
Cycle: 24230	Rate: 17
Cycle: 24234	Rate: 17
Cycle: 24241	Rate: 17
Cycle: 24249	Rate: 17
Cycle: 24252	Rate: 17
Cycle: 24253	Rate: 17
Cycle: 24254	Rate: 17
Cycle: 24258	Rate: 17
Cycle: 24261	Rate: 17
Cycle: 24281	Rate: 17
Cycle: 24285	Rate: 17
Cycle: 24291	Rate: 16
Cycle: 24295	Rate: 16
Cycle: 24296	Rate: 16
Cycle: 24306	Rate: 15
Cycle: 24309	Rate: 15
Cycle: 24404	Rate: 16
Cycle: 24408	Rate: 16
Cycle: 24440	Rate: 16
Cycle: 24586	Rate: 17
Cycle: 24602	Rate: 17
Cycle: 24618	Rate: 17
Cycle: 24634	Rate: 17
Cycle: 24998	Rate: 18
Cycle: 25077	Rate: 19
Cycle: 25078	Rate: 19
Cycle: 25079	Rate: 18
Cycle: 25081	Rate: 18
Cycle: 25082	Rate: 17
Cycle: 25083	Rate: 17
Cycle: 25086	Rate: 17
Cycle: 25090	Rate: 16
Cycle: 25091	Rate: 16
Cycle: 25093	Rate: 16
Cycle: 25095	Rate: 16
Cycle: 25097	Rate: 16
Cycle: 25099	Rate: 16
Cycle: 25100	Rate: 16
Cycle: 25116	Rate: 16
Cycle: 25120	Rate: 16
Cycle: 25125	Rate: 16
Cycle: 25134	Rate: 15
Cycle: 25143	Rate: 15
Cycle: 25145	Rate: 15
Cycle: 25148	Rate: 15
Cycle: 25251	Rate: 16
Cycle: 25255	Rate: 16
Cycle: 25287	Rate: 16
Cycle: 25303	Rate: 16
Cycle: 25319	Rate: 16
Cycle: 25335	Rate: 16
Cycle: 25395	Rate: 17
Cycle: 25784	Rate: 18
Cycle: 25787	Rate: 18
Cycle: 25788	Rate: 17
Cycle: 25798	Rate: 17
Cycle: 25833	Rate: 17
Cycle: 25854	Rate: 17
Cycle: 25869	Rate: 17
Cycle: 25870	Rate: 17
Cycle: 25879	Rate: 17
Cycle: 25888	Rate: 17
Cycle: 25895	Rate: 17
Cycle: 25908	Rate: 17
Cycle: 25910	Rate: 17
Cycle: 25914	Rate: 17
Cycle: 25915	Rate: 17
Cycle: 25916	Rate: 17
Cycle: 25921	Rate: 17
Cycle: 25922	Rate: 17
Cycle: 25940	Rate: 17
Cycle: 25942	Rate: 16
Cycle: 25947	Rate: 16
Cycle: 25954	Rate: 16
Cycle: 25968	Rate: 16
Cycle: 25969	Rate: 15
Cycle: 26018	Rate: 16
Cycle: 26064	Rate: 16
Cycle: 26090	Rate: 17
Cycle: 26176	Rate: 18
Cycle: 26192	Rate: 18
Cycle: 26208	Rate: 18
Cycle: 26224	Rate: 18
Cycle: 26583	Rate: 19
Cycle: 26646	Rate: 20
